id,idPlayer,idFormerTeam,strSport,strPlayer,strFormerTeam,strMoveType,strTeamBadge,strJoined,strDeparted
37735,34145337,133668,Soccer,Federico Macheda,Lazio,Youth,https://www.thesportsdb.com/images/media/team/badge/rwqyvs1448806608.png,2001,2007
37736,34145337,133612,Soccer,Federico Macheda,Man United,Youth,https://www.thesportsdb.com/images/media/team/badge/xzqdr11517660252.png,2007,2008
37737,34145337,133612,Soccer,Federico Macheda,Man United,Permanent,https://www.thesportsdb.com/images/media/team/badge/xzqdr11517660252.png,2008,2014
37738,34145337,133683,Soccer,Federico Macheda,Sampdoria,Loan,https://www.thesportsdb.com/images/media/team/badge/wsqyvq1448806793.png,2011,2011
37739,34145337,133605,Soccer,Federico Macheda,QPR,Loan,https://www.thesportsdb.com/images/media/team/badge/l4qscx1601721022.png,2012,2012
37740,34145337,133660,Soccer,Federico Macheda,Stuttgart,Loan,https://www.thesportsdb.com/images/media/team/badge/yppyux1473454085.png,2013,2013
37741,34145337,133620,Soccer,Federico Macheda,Doncaster,Loan,https://www.thesportsdb.com/images/media/team/badge/ssvpvx1424033260.png,2013,2013
37742,34145337,133620,Soccer,Federico Macheda,Doncaster,Loan,https://www.thesportsdb.com/images/media/team/badge/ssvpvx1424033260.png,2013,2014
37743,34145337,133597,Soccer,Federico Macheda,Birmingham,Loan,https://www.thesportsdb.com/images/media/team/badge/ku7icl1601721087.png,2014,2014
37744,34145337,133637,Soccer,Federico Macheda,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2014,2016
37745,34145337,133720,Soccer,Federico Macheda,Nottingham F.,Loan,https://www.thesportsdb.com/images/media/team/badge/bk4qjs1546440351.png,2016,2016
37746,34145337,133673,Soccer,Federico Macheda,Novara,Permanent,https://www.thesportsdb.com/images/media/team/badge/xsxxux1429975444.png,2016,2018
34065,34145339,139488,Soccer,Kagisho Dikgacoi,Golden Arrows,Permanent,https://www.thesportsdb.com/images/media/team/badge/gqsagt1583616305.png,2005,2009
34066,34145339,133600,Soccer,Kagisho Dikgacoi,Fulham,Permanent,https://www.thesportsdb.com/images/media/team/badge/xwwvyt1448811086.png,2009,2011
34067,34145339,133632,Soccer,Kagisho Dikgacoi,Crystal Palace,Loan,https://www.thesportsdb.com/images/media/team/badge/rytxyw1448813222.png,2011,2011
34068,34145339,133632,Soccer,Kagisho Dikgacoi,Crystal Palace,Permanent,https://www.thesportsdb.com/images/media/team/badge/rytxyw1448813222.png,2011,2014
34069,34145339,133637,Soccer,Kagisho Dikgacoi,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2014,2016
34070,34145339,139488,Soccer,Kagisho Dikgacoi,Golden Arrows,Permanent,https://www.thesportsdb.com/images/media/team/badge/gqsagt1583616305.png,2016,2017
34071,34145339,136482,Soccer,Kagisho Dikgacoi,South Africa,International,https://www.thesportsdb.com/images/media/team/badge/xjz9j91553368824.png,2007,2013
3758,34145340,134258,Soccer,Anthony Pilkington,Stockport,Permanent,https://www.thesportsdb.com/images/media/team/badge/y4k5uz1491769200.png,2006,2009
3759,34145340,133932,Soccer,Anthony Pilkington,Huddersfield Town,Permanent,https://www.thesportsdb.com/images/media/team/badge/qtusqx1420753809.png,2009,2011
3760,34145340,133608,Soccer,Anthony Pilkington,Norwich,Permanent,https://www.thesportsdb.com/images/media/team/badge/uqtwxx1448813449.png,2011,2014
36858,34145340,133637,Soccer,Anthony Pilkington,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2014,2019
36859,34145340,133607,Soccer,Anthony Pilkington,Wigan,Permanent,https://www.thesportsdb.com/images/media/team/badge/wtxwyw1448759640.png,2019,2020
45543,34145340,133809,Soccer,Anthony Pilkington,Preston,Youth,https://www.thesportsdb.com/images/media/team/badge/wqtwvw1448811512.png,2003,2004
45544,34145340,133612,Soccer,Anthony Pilkington,Man United,Youth,https://www.thesportsdb.com/images/media/team/badge/xzqdr11517660252.png,2004,2005
45545,34145340,133598,Soccer,Anthony Pilkington,Blackburn,Youth,https://www.thesportsdb.com/images/media/team/badge/rvryut1448810814.png,2005,2005
45546,34145340,133598,Soccer,Anthony Pilkington,Blackburn,Permanent,https://www.thesportsdb.com/images/media/team/badge/rvryut1448810814.png,2005,2005
45547,34145340,137879,Soccer,Anthony Pilkington,Atherton Collieries,Permanent,https://www.thesportsdb.com/images/media/team/badge/jv8xvb1579032428.png,2005,2006
45548,34145340,139439,Soccer,Anthony Pilkington,East Bengal,Permanent,https://www.thesportsdb.com/images/media/team/badge/qr6u0v1603285598.png,2020,2021
3535,34145341,133647,Soccer,David Marshall,Celtic,Permanent,https://www.thesportsdb.com/images/media/team/badge/tswuut1447597436.png,2002,2007
3536,34145341,133608,Soccer,David Marshall,Norwich,Permanent,https://www.thesportsdb.com/images/media/team/badge/uqtwxx1448813449.png,2007,2009
3537,34145341,133637,Soccer,David Marshall,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2009,2016
14366,34145341,133617,Soccer,David Marshall,Hull,Permanent,https://www.thesportsdb.com/images/media/team/badge/sxxpvq1448811121.png,2016,2019
36224,34145341,133647,Soccer,David Marshall,Celtic,Youth,https://www.thesportsdb.com/images/media/team/badge/tswuut1447597436.png,,
36225,34145341,133608,Soccer,David Marshall,Norwich,Loan,https://www.thesportsdb.com/images/media/team/badge/uqtwxx1448813449.png,2007,2007
36226,34145341,133607,Soccer,David Marshall,Wigan,Permanent,https://www.thesportsdb.com/images/media/team/badge/wtxwyw1448759640.png,2019,2020
3715,34145344,133604,Soccer,Matthew Connolly,Arsenal,Permanent,https://www.thesportsdb.com/images/media/team/badge/vrtrtp1448813175.png,2006,2008
3716,34145344,133605,Soccer,Matthew Connolly,QPR,Permanent,https://www.thesportsdb.com/images/media/team/badge/yvsuur1467462183.png,2008,2012
3717,34145344,133633,Soccer,Matthew Connolly,Reading,Permanent,https://www.thesportsdb.com/images/media/team/badge/tprvtu1448811527.png,2012,
35829,34145344,133637,Soccer,Matthew Connolly,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2012,2020
3636,34145345,133625,Soccer,Ben Turner,Coventry,Permanent,https://www.thesportsdb.com/images/media/team/badge/uxyqys1424033798.png,2005,2011
3637,34145345,133637,Soccer,Ben Turner,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2011,2016
36282,34145345,134376,Soccer,Ben Turner,Burton,Permanent,https://www.thesportsdb.com/images/media/team/badge/uvpqpw1423804499.png,2016,2019
36283,34145345,134381,Soccer,Ben Turner,Mansfield,Permanent,https://www.thesportsdb.com/images/media/team/badge/vqtxwt1423804415.png,2019,2019
2503,34145347,135678,Soccer,Cala,Sevilla Atletico,Permanent,https://www.thesportsdb.com/images/media/team/badge/wttwpu1472741490.png,2008,2010
2504,34145347,133735,Soccer,Cala,Sevilla,Permanent,https://www.thesportsdb.com/images/media/team/badge/vpsqqx1473502977.png,2010,2014
2505,34145347,133753,Soccer,Cala,AEK,Permanent,https://www.thesportsdb.com/images/media/team/badge/rpqvwx1448206238.png,2011,2012
2506,34145347,133637,Soccer,Cala,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2014,2014
2507,34145347,133721,Soccer,Cala,Granada,Permanent,https://www.thesportsdb.com/images/media/team/badge/vvprwu1473502932.png,2015,2015
8088,34145347,133731,Soccer,Cala,Getafe,Permanent,https://www.thesportsdb.com/images/media/team/badge/qqstsp1473503803.png,2015,2018
40437,34145348,133719,Soccer,Kevin Theophile-Catherine,Rennes,Youth,https://www.thesportsdb.com/images/media/team/badge/ypturx1473504818.png,2005,2009
40438,34145348,133719,Soccer,Kevin Theophile-Catherine,Rennes,Permanent,https://www.thesportsdb.com/images/media/team/badge/ypturx1473504818.png,2009,2013
40439,34145348,133637,Soccer,Kevin Theophile-Catherine,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2013,2015
40440,34145348,133717,Soccer,Kevin Theophile-Catherine,St Etienne,Loan,https://www.thesportsdb.com/images/media/team/badge/lqc1031518124880.png,2014,2015
40441,34145348,133717,Soccer,Kevin Theophile-Catherine,St Etienne,Permanent,https://www.thesportsdb.com/images/media/team/badge/lqc1031518124880.png,2015,2018
5197,34145352,133601,Soccer,Pete Whittingham,Aston Villa,Permanent,https://www.thesportsdb.com/images/media/team/badge/xvxxrs1467462345.png,2003,2007
5198,34145352,133637,Soccer,Pete Whittingham,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2007,2017
14248,34145352,133598,Soccer,Pete Whittingham,Blackburn,Permanent,https://www.thesportsdb.com/images/media/team/badge/rvryut1448810814.png,2017,2018
3386,34145355,133836,Soccer,Craig Noone,Plymouth,Permanent,https://www.thesportsdb.com/images/media/team/badge/rqsuyx1423806100.png,2008,2011
3387,34145355,133619,Soccer,Craig Noone,Brighton,Permanent,https://www.thesportsdb.com/images/media/team/badge/ywypts1448810904.png,2011,2012
3388,34145355,133637,Soccer,Craig Noone,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2012,2017
3730,34145356,133767,Soccer,Aron Gunnarsson,AZ Alkmaar,Permanent,https://www.thesportsdb.com/images/media/team/badge/wtqwvv1473534757.png,2006,2008
3731,34145356,133625,Soccer,Aron Gunnarsson,Coventry,Permanent,https://www.thesportsdb.com/images/media/team/badge/uxyqys1424033798.png,2008,2011
14271,34145356,133637,Soccer,Aron Gunnarsson,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2011,2019
39476,34145357,140041,Soccer,Mats Daehli,Lyn 1896,Youth,https://www.thesportsdb.com/images/media/team/badge/1h0qxi1594549453.png,,
39477,34145357,134054,Soccer,Mats Daehli,Stabaek,Youth,https://www.thesportsdb.com/images/media/team/badge/qyvquw1448824782.png,2010,2010
39478,34145357,140041,Soccer,Mats Daehli,Lyn 1896,Youth,https://www.thesportsdb.com/images/media/team/badge/1h0qxi1594549453.png,2010,2010
39479,34145357,133612,Soccer,Mats Daehli,Man United,Youth,https://www.thesportsdb.com/images/media/team/badge/xzqdr11517660252.png,2011,2013
39480,34145357,133958,Soccer,Mats Daehli,Molde,Permanent,https://www.thesportsdb.com/images/media/team/badge/apziyg1534866527.png,2013,2014
39481,34145357,133637,Soccer,Mats Daehli,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2014,2015
39482,34145357,138366,Soccer,Mats Daehli,Freiburg II,Permanent,https://www.thesportsdb.com/images/media/team/badge/7hoz8s1580141833.png,2015,2018
39483,34145357,133653,Soccer,Mats Daehli,Freiburg,Permanent,https://www.thesportsdb.com/images/media/team/badge/urwtup1473453288.png,2015,2018
39484,34145357,133813,Soccer,Mats Daehli,St Pauli,Loan,https://www.thesportsdb.com/images/media/team/badge/5qupxa1608237013.png,2017,2018
39485,34145357,133813,Soccer,Mats Daehli,St Pauli,Permanent,https://www.thesportsdb.com/images/media/team/badge/5qupxa1608237013.png,2018,2020
39486,34145357,133779,Soccer,Mats Daehli,Genk,Permanent,https://www.thesportsdb.com/images/media/team/badge/tp06te1534875918.png,2020,
17621,34145358,133637,Soccer,Declan John,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2012,2017
17622,34145358,133642,Soccer,Declan John,Rangers,Permanent,https://www.thesportsdb.com/images/media/team/badge/tvtwqx1447604370.png,2017,2018
21079,34145361,133608,Soccer,Craig Bellamy,Norwich,Permanent,https://www.thesportsdb.com/images/media/team/badge/uqtwxx1448813449.png,1996,2000
21080,34145361,133625,Soccer,Craig Bellamy,Coventry,Permanent,https://www.thesportsdb.com/images/media/team/badge/uxyqys1424033798.png,2000,2001
21081,34145361,134777,Soccer,Craig Bellamy,Newcastle,Permanent,https://www.thesportsdb.com/images/media/team/badge/rqvwxt1448813396.png,2001,2005
21082,34145361,133647,Soccer,Craig Bellamy,Celtic,Loan,https://www.thesportsdb.com/images/media/team/badge/tswuut1447597436.png,2005,2005
21083,34145361,133598,Soccer,Craig Bellamy,Blackburn,Permanent,https://www.thesportsdb.com/images/media/team/badge/rvryut1448810814.png,2005,2006
21084,34145361,133602,Soccer,Craig Bellamy,Liverpool,Permanent,https://www.thesportsdb.com/images/media/team/badge/uvxuqq1448813372.png,2006,2007
21085,34145361,133636,Soccer,Craig Bellamy,West Ham,Permanent,https://www.thesportsdb.com/images/media/team/badge/yutyxs1467459956.png,2007,2009
21086,34145361,133613,Soccer,Craig Bellamy,Man City,Permanent,https://www.thesportsdb.com/images/media/team/badge/vwpvry1467462651.png,2009,2011
21087,34145361,133637,Soccer,Craig Bellamy,Cardiff,Loan,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2010,2011
21088,34145361,133602,Soccer,Craig Bellamy,Liverpool,Permanent,https://www.thesportsdb.com/images/media/team/badge/uvxuqq1448813372.png,2011,2012
21089,34145361,133637,Soccer,Craig Bellamy,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2012,2014
14272,34145362,133637,Soccer,Rhys Healey,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2013,2019
36460,34145362,134371,Soccer,Rhys Healey,Milton Keynes Dons,Permanent,https://www.thesportsdb.com/images/media/team/badge/wsxpux1448811167.png,2019,2020
4248,34145363,134355,Soccer,Simon Moore,Brentford,Permanent,https://www.thesportsdb.com/images/media/team/badge/rvrwpw1448810891.png,2009,2013
4249,34145363,133637,Soccer,Simon Moore,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2013,2016
18015,34145363,138028,Soccer,Simon Moore,Farnborough,Permanent,https://www.thesportsdb.com/images/media/team/badge/zntaig1579274958.png,2008,2009
3605,34145364,134376,Soccer,John Brayford,Burton,Permanent,https://www.thesportsdb.com/images/media/team/badge/uvpqpw1423804499.png,2006,2008
3606,34145364,134218,Soccer,John Brayford,Crewe,Permanent,https://www.thesportsdb.com/images/media/team/badge/xurvtu1424033658.png,2008,2010
3607,34145364,133627,Soccer,John Brayford,Derby,Permanent,https://www.thesportsdb.com/images/media/team/badge/uqvqst1448811054.png,2010,2013
3608,34145364,133637,Soccer,John Brayford,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2013,2015
3609,34145364,133811,Soccer,John Brayford,Sheffield United,Permanent,https://www.thesportsdb.com/images/media/team/badge/qutsut1424032614.png,2015,2017
3738,34145369,134382,Soccer,Kadeem Harris,Wycombe,Permanent,https://www.thesportsdb.com/images/media/team/badge/yytsqt1423805554.png,2009,2012
3647,34145371,133836,Soccer,Joe Mason,Plymouth,Permanent,https://www.thesportsdb.com/images/media/team/badge/rqsuyx1423806100.png,2009,2011
3648,34145371,133637,Soccer,Joe Mason,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2011,2016
36646,34145371,133599,Soccer,Joe Mason,Wolves,Permanent,https://www.thesportsdb.com/images/media/team/badge/qwvuqy1448811552.png,2016,2019
3744,34145373,134379,Soccer,Sean Morrison,Swindon,Permanent,https://www.thesportsdb.com/images/media/team/badge/uwsyup1424033445.png,2008,2011
3745,34145373,133633,Soccer,Sean Morrison,Reading,Permanent,https://www.thesportsdb.com/images/media/team/badge/tprvtu1448811527.png,2011,2014
3396,34145374,134258,Soccer,Adam Le Fondre,Stockport,Permanent,https://www.thesportsdb.com/images/media/team/badge/y4k5uz1491769200.png,2004,2007
3397,34145374,134364,Soccer,Adam Le Fondre,Rochdale,Permanent,https://www.thesportsdb.com/images/media/team/badge/uqwwxr1424032561.png,2007,2009
3398,34145374,133633,Soccer,Adam Le Fondre,Reading,Permanent,https://www.thesportsdb.com/images/media/team/badge/tprvtu1448811527.png,2011,2014
3399,34145374,133637,Soccer,Adam Le Fondre,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2014,2017
35098,34145374,134258,Soccer,Adam Le Fondre,Stockport,Youth,https://www.thesportsdb.com/images/media/team/badge/jcsz9k1594450753.png,,
35099,34145374,134364,Soccer,Adam Le Fondre,Rochdale,Loan,https://www.thesportsdb.com/images/media/team/badge/uqwwxr1424032561.png,2007,2007
35100,34145374,134231,Soccer,Adam Le Fondre,Rotherham,Permanent,https://www.thesportsdb.com/images/media/team/badge/uruupp1448811536.png,2009,2011
35101,34145374,133606,Soccer,Adam Le Fondre,Bolton,Loan,https://www.thesportsdb.com/images/media/team/badge/yvxxrv1448808301.png,2015,2015
35102,34145374,133599,Soccer,Adam Le Fondre,Wolves,Loan,https://www.thesportsdb.com/images/media/team/badge/qwvuqy1448811552.png,2015,2016
35103,34145374,133607,Soccer,Adam Le Fondre,Wigan,Loan,https://www.thesportsdb.com/images/media/team/badge/wtxwyw1448759640.png,2016,2017
35104,34145374,133606,Soccer,Adam Le Fondre,Bolton,Loan,https://www.thesportsdb.com/images/media/team/badge/yvxxrv1448808301.png,2017,2017
35105,34145374,133606,Soccer,Adam Le Fondre,Bolton,Permanent,https://www.thesportsdb.com/images/media/team/badge/yvxxrv1448808301.png,2017,2018
2275,34145375,133608,Soccer,Tom Adeyemi,Norwich,Permanent,https://www.thesportsdb.com/images/media/team/badge/uqtwxx1448813449.png,2008,2013
2276,34145375,134189,Soccer,Tom Adeyemi,Bradford,Permanent,https://www.thesportsdb.com/images/media/team/badge/trwxxv1424033151.png,2010,2011
2277,34145375,134185,Soccer,Tom Adeyemi,Oldham,Permanent,https://www.thesportsdb.com/images/media/team/badge/ypxywx1448813967.png,2011,2012
2278,34145375,134355,Soccer,Tom Adeyemi,Brentford,Permanent,https://www.thesportsdb.com/images/media/team/badge/rvrwpw1448810891.png,2012,2013
2279,34145375,133597,Soccer,Tom Adeyemi,Birmingham,Permanent,https://www.thesportsdb.com/images/media/team/badge/rxrryp1467460837.png,2013,2014
2280,34145375,133637,Soccer,Tom Adeyemi,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2014,2017
2281,34145375,133635,Soccer,Tom Adeyemi,Leeds,Permanent,https://www.thesportsdb.com/images/media/team/badge/sppwtw1448811135.png,2015,2016
2282,34145375,134231,Soccer,Tom Adeyemi,Rotherham,Permanent,https://www.thesportsdb.com/images/media/team/badge/uruupp1448811536.png,2016,2017
36384,34145375,133622,Soccer,Tom Adeyemi,Ipswich,Permanent,https://www.thesportsdb.com/images/media/team/badge/quypuq1448811127.png,2017,2019
3741,34145376,133716,Soccer,Bruno Ecuele Manga,Bordeaux,Permanent,https://www.thesportsdb.com/images/media/team/badge/wtwvyx1473504715.png,2007,2008
3742,34145376,134709,Soccer,Bruno Ecuele Manga,Angers,Permanent,https://www.thesportsdb.com/images/media/team/badge/twtppr1426871974.png,2008,2010
3743,34145376,133715,Soccer,Bruno Ecuele Manga,Lorient,Permanent,https://www.thesportsdb.com/images/media/team/badge/sxsttw1473504748.png,2010,2014
14273,34145376,133637,Soccer,Bruno Ecuele Manga,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2014,2019
9871,34145378,134021,Soccer,Guido Burgstaller,Rapid Vienna,Permanent,https://www.thesportsdb.com/images/media/team/badge/qytuvt1473955456.png,2011,2014
9872,34145378,133637,Soccer,Guido Burgstaller,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2014,2015
9873,34145378,133659,Soccer,Guido Burgstaller,Nurnberg,Permanent,https://www.thesportsdb.com/images/media/team/badge/qsvwty1473454094.png,2015,2017
34719,34145378,133661,Soccer,Guido Burgstaller,Schalke 04,Permanent,https://www.thesportsdb.com/images/media/team/badge/qqutyp1473453400.png,2017,2020
1551,34145382,133637,Soccer,Tom James,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2013,2017
7822,34145385,133637,Soccer,Joshua Yorwerth,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2014,2015
7823,34145385,133622,Soccer,Joshua Yorwerth,Ipswich,Permanent,https://www.thesportsdb.com/images/media/team/badge/quypuq1448811127.png,2015,2015
36537,34145385,134363,Soccer,Joshua Yorwerth,Crawley,Permanent,https://www.thesportsdb.com/images/media/team/badge/twtwqv1424033700.png,2016,2018
36538,34145385,133631,Soccer,Joshua Yorwerth,Peterboro,Permanent,https://www.thesportsdb.com/images/media/team/badge/tyxsvt1424033035.png,2018,2019
7353,34145388,133637,Soccer,David Tutonda,Cardiff,Permanent,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2014,2017
14716,34145391,136782,Soccer,Macauley Southam,Barry Town United,Permanent,https://www.thesportsdb.com/images/media/team/badge/zf80cw1556640364.png,2017,2019
30140,34145391,134372,Soccer,Macauley Southam,Hartlepool,Loan,https://www.thesportsdb.com/images/media/team/badge/w1e9vd1575198257.png,2020,2020
30141,34145391,133637,Soccer,Macauley Southam,Cardiff,Youth,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png,2005,2017
36137,34145391,134374,Soccer,Macauley Southam,Fleetwood Town,Permanent,https://www.thesportsdb.com/images/media/team/badge/txwuwp1424032712.png,2019,2020
14062,34145395,133604,Soccer,Danny Welbeck,Arsenal,Permanent,https://www.thesportsdb.com/images/media/team/badge/a1af2i1557005128.png,2014,2019
35215,34145395,133612,Soccer,Danny Welbeck,Man United,Youth,https://www.thesportsdb.com/images/media/team/badge/xzqdr11517660252.png,2001,2008
35216,34145395,133612,Soccer,Danny Welbeck,Man United,Permanent,https://www.thesportsdb.com/images/media/team/badge/xzqdr11517660252.png,2008,2014
35217,34145395,133809,Soccer,Danny Welbeck,Preston,Loan,https://www.thesportsdb.com/images/media/team/badge/wqtwvw1448811512.png,2010,2010
35218,34145395,133603,Soccer,Danny Welbeck,Sunderland,Loan,https://www.thesportsdb.com/images/media/team/badge/tprtus1448813498.png,2010,2011
35219,34145395,133624,Soccer,Danny Welbeck,Watford,Permanent,https://www.thesportsdb.com/images/media/team/badge/rsuswy1448813519.png,2019,2020
3053,34145396,133604,Soccer,Wojciech Szczesny,Arsenal,Permanent,https://www.thesportsdb.com/images/media/team/badge/vrtrtp1448813175.png,2009,2017
6653,34145396,134355,Soccer,Wojciech Szczesny,Brentford,Permanent,https://www.thesportsdb.com/images/media/team/badge/rvrwpw1448810891.png,2009,2010
6654,34145396,133682,Soccer,Wojciech Szczesny,Roma,Permanent,https://www.thesportsdb.com/images/media/team/badge/xqpqpq1448806641.png,2015,2017
758,34145397,133656,Soccer,Per Mertesacker,Hannover,Permanent,https://www.thesportsdb.com/images/media/team/badge/tqpqqv1473454148.png,2003,2006
759,34145397,133662,Soccer,Per Mertesacker,Werder Bremen,Permanent,https://www.thesportsdb.com/images/media/team/badge/uurwqy1473453408.png,2006,2011
10300,34145397,133604,Soccer,Per Mertesacker,Arsenal,Permanent,https://www.thesportsdb.com/images/media/team/badge/vrtrtp1448813175.png,2011,2018
748,34145398,134244,Soccer,Laurent Koscielny,Guingamp,Permanent,https://www.thesportsdb.com/images/media/team/badge/uxxxsv1473504732.png,2004,2007
749,34145398,134714,Soccer,Laurent Koscielny,Tours,Permanent,https://www.thesportsdb.com/images/media/team/badge/srrwrp1426871337.png,2007,2009
750,34145398,133715,Soccer,Laurent Koscielny,Lorient,Permanent,https://www.thesportsdb.com/images/media/team/badge/sxsttw1473504748.png,2009,2010
14030,34145398,133604,Soccer,Laurent Koscielny,Arsenal,Permanent,https://www.thesportsdb.com/images/media/team/badge/a1af2i1557005128.png,2010,2019
32603,34145398,133913,Soccer,Laurent Koscielny,France,International,https://www.thesportsdb.com/images/media/team/badge/5h6jyx1590266016.png,2011,2018
760,34145399,133730,Soccer,Nacho Monreal,Osasuna,Permanent,https://www.thesportsdb.com/images/media/team/badge/rvspvt1473502960.png,2006,2011
761,34145399,133736,Soccer,Nacho Monreal,Malaga,Permanent,https://www.thesportsdb.com/images/media/team/badge/upqyvr1473502952.png,2011,2013
18647,34145399,133604,Soccer,Nacho Monreal,Arsenal,Permanent,https://www.thesportsdb.com/images/media/team/badge/a1af2i1557005128.png,2013,2019
745,34145400,133851,Soccer,Carl Jenkinson,Charlton,Permanent,https://www.thesportsdb.com/images/media/team/badge/yyxvxq1448811045.png,2010,2011
746,34145400,133636,Soccer,Carl Jenkinson,West Ham,Permanent,https://www.thesportsdb.com/images/media/team/badge/yutyxs1467459956.png,2014,2015
747,34145400,133636,Soccer,Carl Jenkinson,West Ham,Permanent,https://www.thesportsdb.com/images/media/team/badge/yutyxs1467459956.png,2015,2016
2939,34145401,133604,Soccer,Kieran Gibbs,Arsenal,Permanent,https://www.thesportsdb.com/images/media/team/badge/vrtrtp1448813175.png,2007,2017
32127,34145401,139924,Soccer,Kieran Gibbs,Wimbledon FC,Youth,https://www.thesportsdb.com/images/media/team/badge/yws35z1590235307.png,2001,2004
32128,34145401,133604,Soccer,Kieran Gibbs,Arsenal,Youth,https://www.thesportsdb.com/images/media/team/badge/a1af2i1557005128.png,2004,2007
32130,34145401,133608,Soccer,Kieran Gibbs,Norwich,Loan,https://www.thesportsdb.com/images/media/team/badge/uqtwxx1448813449.png,2008,2008
32596,34145402,133739,Soccer,Hector Bellerin,Barcelona,Youth,https://www.thesportsdb.com/images/media/team/badge/xqwpup1473502878.png,2003,2011
32597,34145402,133604,Soccer,Hector Bellerin,Arsenal,Youth,https://www.thesportsdb.com/images/media/team/badge/a1af2i1557005128.png,2011,2013
4773,34145403,133604,Soccer,Isaac Hayden,Arsenal,Permanent,https://www.thesportsdb.com/images/media/team/badge/vrtrtp1448813175.png,2013,2016
15610,34145406,133642,Soccer,Mikel Arteta,Rangers,Permanent,https://www.thesportsdb.com/images/media/team/badge/tvtwqx1447604370.png,2002,2004
15611,34145406,133724,Soccer,Mikel Arteta,Sociedad,Permanent,https://www.thesportsdb.com/images/media/team/badge/vptvpr1473502986.png,2004,2005
15614,34145406,133739,Soccer,Mikel Arteta,Barcelona,Permanent,https://www.thesportsdb.com/images/media/team/badge/xqwpup1473502878.png,1997,2002
21287,34145406,133613,Soccer,Mikel Arteta,Man City,Assistant Manager,https://www.thesportsdb.com/images/media/team/badge/vwpvry1467462651.png,2016,2019
21288,34145406,133615,Soccer,Mikel Arteta,Everton,Permanent,https://www.thesportsdb.com/images/media/team/badge/eqayrf1523184794.png,2005,2011
21290,34145406,133615,Soccer,Mikel Arteta,Everton,Loan,https://www.thesportsdb.com/images/media/team/badge/eqayrf1523184794.png,2005,2005
21291,34145406,133714,Soccer,Mikel Arteta,Paris SG,Loan,https://www.thesportsdb.com/images/media/team/badge/rwqrrq1473504808.png,2001,2002
21292,34145406,133604,Soccer,Mikel Arteta,Arsenal,Permanent,https://www.thesportsdb.com/images/media/team/badge/a1af2i1557005128.png,2011,2016
10302,34145407,133604,Soccer,Jack Wilshere,Arsenal,Permanent,https://www.thesportsdb.com/images/media/team/badge/vrtrtp1448813175.png,2008,2018
21075,34145407,133606,Soccer,Jack Wilshere,Bolton,Loan,https://www.thesportsdb.com/images/media/team/badge/yvxxrv1448808301.png,2010,2010
21076,34145407,134301,Soccer,Jack Wilshere,Bournemouth,Loan,https://www.thesportsdb.com/images/media/team/badge/y08nak1534071116.png,2016,2017
39005,34145407,133636,Soccer,Jack Wilshere,West Ham,Permanent,https://www.thesportsdb.com/images/media/team/badge/yutyxs1467459956.png,2018,2020
39006,34145407,133888,Soccer,Jack Wilshere,Luton,Youth,https://www.thesportsdb.com/images/media/team/badge/5s40ac1536679648.png,2001,2001
